userid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level 
1017637,5,2,2,2,1.0,3,1,2.0
1089198,0,4,2,4,1.0,1,0,
1100948,64,9,1,3,1.0,3,0,2.0
82176,34,4,2,4,2.0,3,0,3.0
87132,0,8,1,2,,3,0,
103498,0,4,2,4,,3,0,3.0
205599,0,4,2,4,,3,0,1.0
212125,84,11,1,5,2.0,2,0,2.0
313414,56,8,1,2,2.0,3,0,2.0
344994,19,3,2,3,2.0,3,0,2.0
345132,0,9,1,3,,1,0,2.0
371706,0,5,2,5,,3,0,2.0
456922,0,9,1,3,,3,0,
463163,56,8,1,2,2.0,3,0,2.0
481887,0,10,1,4,,3,0,4.0
487178,0,5,2,5,,3,0,
541618,50,7,1,1,2.0,2,0,4.0
553390,0,4,2,4,1.0,1,0,
554581,21,3,2,3,3.0,3,0,2.0
616395,0,8,1,2,,3,1,3.0
638427,0,8,1,2,,1,0,
645533,41,5,2,5,1.0,3,0,2.0
679521,21,3,2,3,3.0,3,0,2.0
726564,15,3,2,3,1.0,3,0,1.0
735416,0,4,2,4,,3,0,2.0
738782,0,4,2,4,,3,0,
759791,0,4,2,4,,3,0,
769080,0,12,1,6,,3,0,2.0
852698,0,3,2,3,,2,0,
870045,0,3,2,3,,3,0,2.0
882269,56,8,1,2,2.0,3,0,2.0
936785,0,5,2,5,,1,0,
949685,0,4,2,4,,1,0,
974050,46,5,2,5,3.0,3,0,2.0
978901,19,3,2,3,2.0,3,0,2.0
1020947,5,2,2,2,2.0,3,1,2.0
1050185,0,10,1,4,,3,0,2.0
1058083,0,10,1,4,,3,0,
1097388,0,9,1,3,,3,0,2.0
1131575,31,4,2,4,1.0,3,0,4.0
1134705,37,5,2,5,2.0,2,0,2.0
41489,0,9,1,3,,3,0,
67358,8,2,2,2,1.0,3,0,3.0
75154,31,4,2,4,1.0,3,0,4.0
81605,0,4,2,4,,3,0,3.0
82680,0,4,2,4,,2,0,
91660,0,3,2,3,,3,0,
92161,0,11,1,5,,3,0,3.0
101104,0,9,1,3,,3,0,2.0
104431,7,2,2,2,1.0,3,0,2.0
109508,0,5,2,5,,1,0,
167466,22,3,2,3,3.0,3,0,3.0
197385,20,3,2,3,2.0,3,0,3.0
212740,0,5,2,5,,3,0,2.0
343162,0,5,2,5,,1,0,
364011,20,3,2,3,2.0,3,0,4.0
519704,0,8,1,2,,2,0,
613358,80,10,1,4,2.0,3,0,2.0
647279,33,4,2,4,2.0,3,0,2.0
734669,8,2,2,2,1.0,3,0,3.0
765501,0,8,1,2,,3,0,2.0
825877,0,1,2,1,,2,0,4.0
838183,0,10,1,4,1.0,2,0,
859743,0,3,2,3,,2,0,3.0
861956,0,4,2,4,,3,0,2.0
901059,0,5,2,5,2.0,3,0,
908852,2,1,2,1,2.0,3,0,3.0
964459,0,4,2,4,,3,0,2.0
1029601,0,10,1,4,,3,0,4.0
1120128,0,5,2,5,,3,0,3.0
1126299,0,9,1,3,,1,0,
9988,22,3,2,3,3.0,3,0,3.0
141915,5,2,2,2,1.0,3,1,2.0
156093,19,3,2,3,2.0,3,0,2.0
271089,0,3,2,3,,3,0,1.0
272051,0,9,1,3,,3,0,2.0
277060,0,10,1,4,,2,0,
295165,0,5,2,5,,1,0,
298463,0,9,1,3,,3,0,4.0
322418,0,5,2,5,,3,0,4.0
322439,66,9,1,3,2.0,3,0,2.0
444881,0,5,2,5,,3,0,
571774,0,3,2,3,,3,0,2.0
668449,0,9,1,3,,3,0,2.0
842672,0,2,2,2,,3,0,2.0
861547,2,1,2,1,1.0,3,0,3.0
879450,38,5,2,5,2.0,2,0,4.0
880414,0,2,2,2,,3,0,3.0
882384,0,5,2,5,,3,0,1.0
884285,0,5,2,5,,2,0,
946949,0,9,1,3,,1,0,
966479,18,3,2,3,2.0,3,0,1.0
974965,0,2,2,2,,3,0,2.0
980061,0,3,2,3,,3,0,2.0
983293,91,11,1,5,2.0,3,0,2.0
1018456,0,8,1,2,,3,0,2.0
1037886,35,4,2,4,2.0,3,0,2.0
1054400,0,8,1,2,,3,1,
1079480,32,4,2,4,2.0,3,0,1.0
1118313,20,3,2,3,2.0,3,0,3.0
1014,33,4,2,4,2.0,3,0,2.0
7071,0,5,2,5,,3,0,2.0
27855,5,2,2,2,1.0,3,1,
64146,7,2,2,2,2.0,3,0,2.0
71737,92,11,1,5,2.0,3,0,3.0
100853,15,3,2,3,1.0,3,0,1.0
110118,0,8,1,2,,3,1,2.0
136211,0,5,2,5,,3,0,3.0
148170,0,11,1,5,,3,0,
158710,0,10,1,4,2.0,3,0,
168114,0,1,2,1,,1,0,
180561,0,5,2,5,,3,0,2.0
206087,0,4,2,4,,3,0,
214876,0,3,2,3,,3,0,4.0
216381,0,5,2,5,,2,0,
216617,54,8,1,2,1.0,3,1,2.0
228107,0,5,2,5,,2,0,
230163,0,9,1,3,,1,0,
255990,0,2,2,2,,3,0,2.0
261031,0,7,1,1,,3,1,
432344,34,4,2,4,2.0,3,0,3.0
444383,0,3,2,3,,1,0,
456494,0,5,2,5,2.0,3,0,
457443,17,3,2,3,1.0,3,0,3.0
463608,0,9,1,3,2.0,3,0,
516679,34,4,2,4,2.0,3,0,4.0
531895,0,12,1,6,,1,0,
534578,80,10,1,4,2.0,3,0,2.0
547398,0,7,1,1,,2,0,3.0
651445,34,4,2,4,2.0,3,0,3.0
674327,5,2,2,2,1.0,3,1,3.0
698919,54,8,1,2,2.0,3,1,3.0
722071,93,11,1,5,2.0,3,0,2.0
747239,0,2,2,2,,3,1,1.0
784974,0,4,2,4,,3,0,3.0
795460,43,5,2,5,2.0,3,0,1.0
827359,0,10,1,4,2.0,1,0,
883080,17,3,2,3,1.0,3,0,3.0
924543,0,5,2,5,,2,0,
998310,0,3,2,3,,2,0,4.0
1014194,34,4,2,4,1.0,3,0,3.0
1050702,19,3,2,3,2.0,3,0,2.0
1057005,27,4,2,4,2.0,2,0,4.0
1096753,0,9,1,3,,2,0,4.0
1121979,92,11,1,5,2.0,3,0,4.0
1123094,84,11,1,5,2.0,2,0,2.0
70414,68,9,1,3,3.0,3,0,2.0
101384,0,8,1,2,1.0,3,0,
158715,0,3,2,3,,3,0,2.0
224587,0,4,2,4,,3,0,2.0
240768,67,9,1,3,2.0,3,0,4.0
241668,0,4,2,4,,1,0,
279901,20,3,2,3,2.0,3,0,4.0
283928,0,5,2,5,,3,0,
296350,16,3,2,3,1.0,3,0,2.0
307518,34,4,2,4,2.0,3,0,3.0
316596,92,11,1,5,2.0,3,0,3.0
355156,0,10,1,4,2.0,3,0,
405746,8,2,2,2,2.0,3,0,4.0
416740,2,1,2,1,1.0,3,0,3.0
446161,0,5,2,5,,3,0,
464294,0,3,2,3,,3,0,2.0
534701,0,8,1,2,,3,0,2.0
547317,0,9,1,3,,3,1,2.0
558894,0,2,2,2,,3,1,2.0
573337,0,3,2,3,,3,0,
576182,0,11,1,5,,1,0,
605189,44,5,2,5,2.0,3,0,2.0
629669,8,2,2,2,1.0,3,0,3.0
645088,0,3,2,3,,3,0,
656474,0,5,2,5,,3,0,1.0
752483,0,3,2,3,,3,0,1.0
756127,0,4,2,4,,3,0,2.0
832841,0,5,2,5,,3,0,3.0
838193,0,10,1,4,,3,0,
868354,0,7,1,1,,3,0,
888404,0,5,2,5,,3,0,2.0
901582,0,7,1,1,,3,0,
903849,0,2,2,2,,3,1,
933001,0,1,2,1,,3,0,
969759,2,1,2,1,1.0,3,0,3.0
1127596,0,10,1,4,,3,0,2.0
174545,0,2,2,2,,3,0,
193231,80,10,1,4,2.0,3,0,2.0
195710,0,4,2,4,2.0,3,0,
203148,0,4,2,4,,3,0,4.0
206135,0,11,1,5,1.0,2,0,
276815,0,4,2,4,,3,0,4.0
281469,0,3,2,3,,3,0,2.0
312117,0,8,1,2,,3,1,3.0
325964,33,4,2,4,2.0,3,0,2.0
343954,0,8,1,2,,2,0,4.0
407478,0,5,2,5,,3,0,2.0
448633,0,2,2,2,,3,0,
449932,0,10,1,4,,3,0,
482208,0,3,2,3,,3,1,2.0
509440,56,8,1,2,2.0,3,0,2.0
528061,0,4,2,4,2.0,2,0,
531163,0,10,1,4,,3,0,2.0
649650,20,3,2,3,2.0,3,0,4.0
668604,56,8,1,2,2.0,3,0,2.0
709857,33,4,2,4,2.0,3,0,2.0
733151,0,5,2,5,,3,0,1.0
777799,0,6,2,6,,3,0,2.0
839967,0,4,2,4,,3,0,3.0
905764,78,10,1,4,1.0,3,0,4.0
944594,0,9,1,3,,1,0,
1039446,0,9,1,3,,3,0,2.0
1041659,0,10,1,4,,3,0,
1048151,0,3,2,3,,2,0,
1052196,16,3,2,3,1.0,3,0,2.0
10917,12,3,2,3,2.0,2,0,4.0
15753,0,4,2,4,,3,0,
89915,0,3,2,3,,3,0,2.0
126809,0,3,2,3,,3,0,2.0
139586,0,4,2,4,,3,0,2.0
160523,0,2,2,2,,3,0,
248080,0,5,2,5,,2,0,
251843,0,5,2,5,,3,0,
359159,0,3,2,3,,3,0,3.0
364454,51,7,1,1,1.0,3,0,2.0
365679,0,4,2,4,,3,0,3.0
375063,0,4,2,4,,3,0,4.0
490143,80,10,1,4,2.0,3,0,2.0
533862,5,2,2,2,2.0,3,1,3.0
547946,0,2,2,2,,3,0,3.0
556900,0,5,2,5,,3,0,2.0
606866,18,3,2,3,2.0,3,0,1.0
609687,31,4,2,4,1.0,3,0,3.0
614973,0,10,1,4,,2,0,
709920,92,11,1,5,2.0,3,0,3.0
788249,0,4,2,4,,2,0,3.0
801942,66,9,1,3,2.0,3,0,2.0
853853,0,9,1,3,2.0,2,0,
859358,16,3,2,3,1.0,3,0,2.0
889161,7,2,2,2,2.0,3,0,1.0
903711,0,11,1,5,,2,0,3.0
990215,0,3,2,3,,3,0,2.0
1066826,22,3,2,3,3.0,3,0,4.0
1115383,0,2,2,2,,3,0,1.0
1136063,0,4,2,4,2.0,3,0,
47266,0,10,1,4,3.0,2,0,
71212,0,11,1,5,1.0,2,0,
164107,45,5,2,5,2.0,3,0,3.0
182598,0,2,2,2,,3,1,
195612,34,4,2,4,2.0,3,0,4.0
259232,0,5,2,5,,3,0,3.0
308913,2,1,2,1,2.0,3,0,2.0
315503,44,5,2,5,2.0,3,0,2.0
320508,0,4,2,4,,3,0,3.0
361133,0,2,2,2,,2,0,
392625,0,9,1,3,,1,0,
457623,92,11,1,5,2.0,3,0,3.0
466688,0,3,2,3,1.0,3,0,
480708,0,8,1,2,,2,0,4.0
485682,5,2,2,2,2.0,3,1,4.0
529138,0,4,2,4,,3,0,
772083,0,5,2,5,,3,0,
773913,34,4,2,4,2.0,3,0,4.0
795806,0,2,2,2,,1,0,
823502,0,10,1,4,,3,0,2.0
870455,17,3,2,3,1.0,3,0,3.0
891029,2,1,2,1,2.0,3,0,4.0
908421,34,4,2,4,3.0,3,0,4.0
919929,0,6,2,6,,1,0,
943540,0,7,1,1,,2,0,
970605,0,9,1,3,,3,0,1.0
1080499,0,10,1,4,,2,0,1.0
1083894,0,10,1,4,,3,0,2.0
1107569,0,11,1,5,,3,0,2.0
110838,0,3,2,3,,3,0,
116723,0,2,2,2,,3,0,
119956,0,5,2,5,,2,0,
148221,0,10,1,4,,1,0,
150466,0,2,2,2,,3,0,2.0
185488,0,2,2,2,,3,1,2.0
208610,0,4,2,4,2.0,3,0,
310151,54,8,1,2,1.0,3,1,2.0
398614,19,3,2,3,2.0,3,0,2.0
417067,39,5,2,5,3.0,2,0,2.0
473786,0,9,1,3,,2,0,
477387,41,5,2,5,1.0,3,0,2.0
489408,0,10,1,4,,3,0,2.0
501618,0,3,2,3,,2,0,
510091,0,3,2,3,,3,0,2.0
525833,17,3,2,3,1.0,3,0,4.0
569925,20,3,2,3,2.0,3,0,4.0
578043,68,9,1,3,3.0,3,0,2.0
582945,56,8,1,2,1.0,3,0,2.0
597784,0,12,1,6,,3,0,
622872,20,3,2,3,2.0,3,0,4.0
675766,0,10,1,4,,3,0,2.0
722406,0,4,2,4,3.0,2,0,
727834,20,3,2,3,2.0,3,0,4.0
739501,0,10,1,4,,3,0,1.0
749257,17,3,2,3,1.0,3,0,4.0
767599,0,0,2,0,,3,0,1.0
828015,19,3,2,3,2.0,3,1,2.0
865720,0,4,2,4,,3,0,2.0
877808,0,2,2,2,,3,0,
908012,19,3,2,3,2.0,3,0,2.0
938749,0,8,1,2,,2,0,
993280,8,2,2,2,1.0,3,0,4.0
995427,0,10,1,4,,2,0,
1025771,0,4,2,4,,3,0,2.0
1054973,0,11,1,5,,3,0,
1134646,0,1,2,1,,2,0,
12189,0,3,2,3,2.0,1,0,
24449,0,11,1,5,,3,0,2.0
45833,0,5,2,5,,3,0,2.0
53430,56,8,1,2,2.0,3,0,1.0
88375,35,4,2,4,3.0,3,0,1.0
106010,80,10,1,4,2.0,3,0,2.0
108043,0,7,1,1,,3,0,
121748,0,3,2,3,,3,0,3.0
177325,8,2,2,2,1.0,3,0,3.0
196386,0,10,1,4,,3,0,2.0
196843,0,2,2,2,,2,0,
208853,0,2,2,2,,1,1,
284623,80,10,1,4,2.0,3,0,2.0
290142,0,3,2,3,,3,0,
309524,0,3,2,3,,3,0,2.0
311412,5,2,2,2,2.0,3,1,3.0
363489,66,9,1,3,2.0,3,0,2.0
371070,0,5,2,5,,3,0,
410680,0,5,2,5,,1,0,
411432,2,1,2,1,1.0,3,0,2.0
414363,34,4,2,4,2.0,3,0,4.0
431416,37,5,2,5,2.0,2,0,2.0
447012,81,10,1,4,3.0,3,0,3.0
498880,30,4,2,4,1.0,3,0,2.0
529422,8,2,2,2,1.0,3,0,4.0
594173,0,4,2,4,,3,0,2.0
596743,0,3,2,3,2.0,3,0,
597543,0,3,2,3,,1,0,
633595,0,8,1,2,,3,0,3.0
650197,0,3,2,3,,3,0,2.0
690553,0,2,2,2,,2,0,
748628,7,2,2,2,2.0,3,0,2.0
753899,66,9,1,3,2.0,3,0,2.0
763308,79,10,1,4,2.0,3,0,1.0
767994,49,6,2,6,2.0,3,0,2.0
775198,0,4,2,4,,2,0,
794526,0,5,2,5,,3,0,1.0
858295,0,3,2,3,,3,0,1.0
882643,54,8,1,2,2.0,3,1,4.0
913516,91,11,1,5,2.0,3,0,2.0
913965,7,2,2,2,2.0,3,0,2.0
914470,0,5,2,5,,3,0,3.0
917318,0,4,2,4,,3,0,2.0
919311,0,4,2,4,,3,0,1.0
978973,0,9,1,3,2.0,3,0,
997181,0,11,1,5,,3,0,2.0
1030634,33,4,2,4,2.0,3,0,2.0
1039974,67,9,1,3,2.0,3,0,3.0
1061712,0,11,1,5,,3,0,
1107377,0,4,2,4,,3,0,1.0
1118203,0,11,1,5,,3,0,
13359,38,5,2,5,2.0,2,0,4.0
66772,50,7,1,1,2.0,1,0,
76059,31,4,2,4,1.0,3,0,3.0
88062,5,2,2,2,2.0,3,1,2.0
115187,56,8,1,2,2.0,3,0,2.0
172845,0,3,2,3,,3,0,2.0
222281,0,5,2,5,,3,0,3.0
234862,0,9,1,3,,1,0,
248295,0,3,2,3,3.0,3,0,
305140,0,2,2,2,,3,0,4.0
326335,34,4,2,4,2.0,3,0,4.0
341974,89,11,1,5,1.0,3,0,4.0
350781,5,2,2,2,1.0,3,1,3.0
360303,0,3,2,3,,1,0,
454821,0,9,1,3,,3,0,2.0
477905,34,4,2,4,2.0,3,0,3.0
536289,33,4,2,4,2.0,3,0,2.0
548384,0,4,2,4,,3,0,2.0
570264,0,3,2,3,,2,0,
573894,45,5,2,5,2.0,3,0,3.0
586480,7,2,2,2,2.0,3,0,2.0
635477,36,5,2,5,2.0,1,0,
689108,82,10,1,4,3.0,3,0,2.0
701761,0,2,2,2,,2,0,
738406,54,8,1,2,1.0,3,1,
759849,34,4,2,4,2.0,3,0,3.0
777658,0,9,1,3,,3,0,2.0
790978,0,9,1,3,,2,0,
807903,0,11,1,5,,2,0,
891175,0,8,1,2,,3,0,2.0
900923,0,10,1,4,,3,0,3.0
907571,0,5,2,5,,3,0,2.0
951425,0,1,2,1,,1,0,
976834,19,3,2,3,2.0,3,0,2.0
1004505,0,5,2,5,,3,0,3.0
1011183,0,4,2,4,,3,0,3.0
1048015,0,3,2,3,,3,0,2.0
1103933,0,5,2,5,,3,0,2.0
1104370,0,10,1,4,,3,0,2.0
9469,78,10,1,4,1.0,3,0,4.0
64399,0,5,2,5,,3,0,1.0
113094,19,3,2,3,2.0,3,0,2.0
131801,29,4,2,4,3.0,2,0,3.0
143935,33,4,2,4,2.0,3,0,2.0
147788,42,5,2,5,1.0,3,0,4.0
179467,0,9,1,3,,3,0,1.0
185204,0,3,2,3,,3,0,2.0
282169,0,9,1,3,,3,0,1.0
332344,55,8,1,2,1.0,2,0,
401285,0,1,2,1,,3,1,
438687,0,2,2,2,,3,0,
450922,0,8,1,2,,3,0,
468380,31,4,2,4,1.0,3,0,4.0
552682,0,9,1,3,,2,0,2.0
553552,0,4,2,4,,3,0,
590398,0,4,2,4,,3,0,
622619,0,8,1,2,,2,0,
685363,8,2,2,2,1.0,3,0,4.0
715901,67,9,1,3,2.0,3,0,3.0
717970,0,2,2,2,,3,1,
726069,0,8,1,2,,2,0,
728278,5,2,2,2,3.0,3,1,2.0
764837,0,4,2,4,,3,0,2.0
774931,0,12,1,6,,3,0,2.0
800646,0,2,2,2,,3,1,2.0
839635,0,6,2,6,,3,0,2.0
887560,0,8,1,2,,1,0,
941603,0,12,1,6,,2,0,
982539,0,9,1,3,,3,0,
983284,0,6,2,6,,3,0,3.0
989508,93,11,1,5,3.0,3,0,2.0
1004455,0,9,1,3,,3,0,2.0
1005211,0,9,1,3,,3,0,2.0
1010249,8,2,2,2,2.0,3,0,4.0
1041699,0,10,1,4,,3,0,3.0
1069571,92,11,1,5,2.0,3,0,4.0
1075173,74,10,1,4,2.0,2,0,3.0
1873,0,3,2,3,1.0,1,0,
7233,0,11,1,5,,3,0,
40410,0,3,2,3,,3,0,2.0
50484,92,11,1,5,2.0,3,0,3.0
75162,0,8,1,2,,3,1,3.0
100333,0,5,2,5,,3,0,2.0
228755,0,8,1,2,,3,0,4.0
232819,16,3,2,3,1.0,3,0,2.0
286974,34,4,2,4,2.0,3,0,4.0
300236,0,4,2,4,,2,0,3.0
327609,66,9,1,3,2.0,3,0,2.0
351010,0,4,2,4,,1,0,
437581,7,2,2,2,1.0,3,0,2.0
451048,0,4,2,4,,3,0,2.0
483506,0,1,2,1,,2,0,
516925,0,12,1,6,,2,0,
518551,0,5,2,5,,3,0,
532788,2,1,2,1,1.0,3,1,4.0
571495,7,2,2,2,1.0,3,0,2.0
578015,0,11,1,5,,2,0,
603314,0,5,2,5,,3,0,
637497,31,4,2,4,1.0,3,0,3.0
643015,0,4,2,4,,3,0,2.0
647128,83,11,1,5,1.0,1,0,
651817,44,5,2,5,2.0,3,0,2.0
657406,45,5,2,5,2.0,3,0,3.0
839542,5,2,2,2,1.0,3,1,2.0
850061,0,10,1,4,,3,0,2.0
859618,0,4,2,4,,3,0,2.0
935061,0,4,2,4,,2,0,
995250,91,11,1,5,2.0,3,0,2.0
996755,92,11,1,5,2.0,3,0,4.0
1026312,43,5,2,5,2.0,3,0,1.0
8462,0,2,2,2,,3,0,3.0
21158,0,2,2,2,,3,0,3.0
29631,0,2,2,2,,3,0,2.0
106074,5,2,2,2,1.0,3,1,2.0
114664,0,8,1,2,2.0,3,0,
135869,42,5,2,5,1.0,3,0,3.0
180530,0,4,2,4,,3,0,3.0
187217,0,11,1,5,,3,0,2.0
257692,0,2,2,2,,3,0,2.0
312416,0,5,2,5,,2,0,
320495,8,2,2,2,1.0,3,0,3.0
334103,0,4,2,4,2.0,3,0,
341298,56,8,1,2,1.0,3,0,1.0
561977,0,4,2,4,,3,0,4.0
579371,0,9,1,3,2.0,3,0,
583029,0,10,1,4,,3,0,2.0
621842,0,2,2,2,,3,0,2.0
638741,67,9,1,3,2.0,3,0,4.0
654575,0,4,2,4,1.0,2,0,
666996,7,2,2,2,1.0,3,0,2.0
687856,2,1,2,1,2.0,3,0,3.0
708128,0,10,1,4,,2,0,
725732,32,4,2,4,2.0,3,0,1.0
738206,0,10,1,4,,3,0,3.0
764238,0,5,2,5,,3,0,3.0
819193,0,3,2,3,,3,0,2.0
858637,19,3,2,3,2.0,3,1,2.0
875251,33,4,2,4,2.0,3,0,2.0
888996,66,9,1,3,2.0,3,0,2.0
915107,80,10,1,4,2.0,3,0,2.0
930093,0,5,2,5,,2,0,
979273,12,3,2,3,1.0,2,0,4.0
1007460,34,4,2,4,2.0,3,0,3.0
1019117,0,9,1,3,,3,0,2.0
1032670,2,1,2,1,1.0,3,0,1.0
1034463,0,11,1,5,,3,0,2.0
1108264,31,4,2,4,1.0,3,0,4.0
1135158,0,3,2,3,,1,0,
1137263,0,4,2,4,2.0,3,0,
20317,77,10,1,4,1.0,3,0,2.0
25433,0,5,2,5,,2,0,
104882,0,9,1,3,,3,0,
115448,0,4,2,4,,3,0,2.0
160736,30,4,2,4,1.0,3,0,2.0
270409,66,9,1,3,2.0,3,0,2.0
273685,0,12,1,6,,2,0,2.0
278090,27,4,2,4,2.0,2,0,3.0
364191,0,9,1,3,,2,0,
395281,8,2,2,2,2.0,3,0,3.0
404258,0,3,2,3,1.0,3,0,
450574,19,3,2,3,2.0,3,0,2.0
510307,49,6,2,6,1.0,3,0,3.0
523265,33,4,2,4,2.0,3,0,2.0
548244,0,3,2,3,2.0,3,0,
552170,0,8,1,2,,2,0,2.0
603558,51,7,1,1,1.0,3,0,2.0
639672,0,3,2,3,,3,0,4.0
659682,22,3,2,3,3.0,3,0,4.0
741142,0,11,1,5,,3,0,2.0
820095,0,8,1,2,,3,0,3.0
863398,51,7,1,1,1.0,3,0,3.0
893327,30,4,2,4,1.0,3,0,2.0
933454,0,5,2,5,,1,0,
944629,0,4,2,4,,1,0,
977121,0,3,2,3,,3,0,2.0
1007284,19,3,2,3,1.0,3,0,2.0
1028575,80,10,1,4,2.0,3,0,2.0
36634,0,1,2,1,,3,0,
102036,0,3,2,3,,3,0,2.0
141208,0,10,1,4,,1,0,
244695,0,9,1,3,,2,0,
285190,0,4,2,4,,3,0,2.0
302562,64,9,1,3,1.0,3,0,2.0
371102,0,3,2,3,,1,0,
371287,20,3,2,3,2.0,3,0,4.0
464164,19,3,2,3,2.0,3,0,2.0
468880,0,4,2,4,,3,0,4.0
494314,54,8,1,2,2.0,3,1,2.0
541798,7,2,2,2,1.0,3,0,2.0
565965,0,5,2,5,,3,0,4.0
595726,19,3,2,3,2.0,3,0,2.0
609542,34,4,2,4,3.0,3,0,4.0
667341,0,4,2,4,,3,0,
680809,0,3,2,3,,3,0,3.0
708362,0,11,1,5,,3,0,
725157,0,11,1,5,,3,0,2.0
726560,20,3,2,3,2.0,3,0,3.0
872054,0,4,2,4,,3,0,2.0
910079,0,3,2,3,,3,0,4.0
948446,0,10,1,4,,1,0,
971907,0,10,1,4,1.0,3,0,
974108,66,9,1,3,2.0,3,0,2.0
991886,0,3,2,3,,3,0,4.0
1048844,0,5,2,5,,2,0,
1057409,65,9,1,3,1.0,3,0,4.0
1077925,0,2,2,2,,3,1,3.0
34192,0,4,2,4,,3,0,2.0
46916,0,2,2,2,,3,0,2.0
48912,0,3,2,3,,2,0,2.0
53866,0,2,2,2,,3,0,
139367,0,11,1,5,,3,0,
193461,0,3,2,3,,3,0,2.0
217388,19,3,2,3,2.0,3,0,2.0
308824,0,2,2,2,,3,0,
388411,34,4,2,4,3.0,3,0,4.0
394049,20,3,2,3,2.0,3,0,4.0
412255,20,3,2,3,2.0,3,0,3.0
470276,0,10,1,4,,3,0,4.0
485467,0,3,2,3,,3,0,1.0
500183,5,2,2,2,1.0,3,1,4.0
519167,0,2,2,2,,3,1,
528487,5,2,2,2,1.0,3,1,3.0
629646,0,9,1,3,2.0,2,0,
672673,0,8,1,2,2.0,3,0,
705026,0,7,1,1,,3,0,
710743,0,3,2,3,2.0,2,0,
713132,0,4,2,4,,3,0,3.0
730036,2,1,2,1,1.0,3,0,1.0
769750,0,10,1,4,,3,0,2.0
775226,51,7,1,1,2.0,3,0,2.0
799106,77,10,1,4,1.0,3,0,2.0
834975,82,10,1,4,3.0,3,0,2.0
837060,35,4,2,4,3.0,3,0,2.0
849686,57,8,1,2,2.0,3,0,4.0
910010,19,3,2,3,2.0,3,0,2.0
934732,0,1,2,1,,2,0,
1043270,0,10,1,4,,3,0,3.0
7647,31,4,2,4,1.0,3,0,3.0
23308,0,5,2,5,,2,0,3.0
65514,0,9,1,3,,3,1,2.0
66341,0,3,2,3,,3,0,4.0
174970,0,3,2,3,,3,0,
192175,0,10,1,4,,3,0,3.0
238777,0,8,1,2,,3,1,2.0
279662,0,9,1,3,3.0,1,0,
342352,0,4,2,4,,3,0,
359300,0,1,2,1,,2,0,
378346,19,3,2,3,2.0,3,0,2.0
380325,0,11,1,5,,2,0,
404480,18,3,2,3,2.0,3,0,1.0
411338,0,10,1,4,,3,0,2.0
482169,79,10,1,4,2.0,3,0,1.0
498781,8,2,2,2,2.0,3,0,4.0
529597,0,3,2,3,,3,0,4.0
545917,80,10,1,4,2.0,3,0,2.0
568883,11,3,2,3,1.0,2,0,1.0
573936,89,11,1,5,1.0,3,0,4.0
614817,2,1,2,1,2.0,3,1,3.0
642543,44,5,2,5,2.0,3,0,2.0
751602,0,3,2,3,,2,0,
771774,0,3,2,3,,3,0,2.0
771972,67,9,1,3,2.0,3,0,3.0
779209,91,11,1,5,2.0,3,0,2.0
783230,20,3,2,3,2.0,3,0,3.0
825054,0,4,2,4,1.0,2,0,
834427,67,9,1,3,2.0,3,0,3.0
873688,0,5,2,5,,1,0,
891434,0,4,2,4,,3,0,4.0
970821,0,9,1,3,2.0,3,0,
1014398,7,2,2,2,2.0,3,0,2.0
1090053,46,5,2,5,3.0,3,0,2.0
1090946,65,9,1,3,1.0,3,0,4.0
1111131,0,11,1,5,,3,0,2.0
1120032,7,2,2,2,1.0,3,0,2.0
1137222,0,10,1,4,,2,0,
34036,19,3,2,3,2.0,3,1,2.0
47599,0,7,1,1,,3,0,
91145,0,2,2,2,,3,0,4.0
98396,32,4,2,4,2.0,3,0,1.0
236972,66,9,1,3,2.0,3,0,2.0
355658,0,10,1,4,,3,0,2.0
391155,66,9,1,3,2.0,3,0,2.0
415503,46,5,2,5,3.0,3,0,2.0
436647,0,3,2,3,,3,0,2.0
462040,20,3,2,3,2.0,3,0,3.0
490864,0,7,1,1,,1,0,
567042,0,3,2,3,1.0,2,0,
576956,0,1,2,1,,3,0,3.0
583258,0,2,2,2,,3,1,4.0
608604,56,8,1,2,2.0,3,0,1.0
628806,0,5,2,5,,3,0,
636384,45,5,2,5,2.0,3,0,3.0
659370,0,10,1,4,,3,0,4.0
674927,0,3,2,3,,2,0,
701164,42,5,2,5,1.0,3,0,3.0
703454,33,4,2,4,2.0,3,0,2.0
722024,0,9,1,3,,3,0,4.0
728825,0,11,1,5,,3,0,2.0
736818,0,5,2,5,,3,0,4.0
743526,0,1,2,1,,2,0,
779024,0,4,2,4,,3,0,2.0
887417,66,9,1,3,2.0,3,0,2.0
896391,0,8,1,2,,3,0,3.0
936102,0,4,2,4,,1,0,
938686,0,5,2,5,,2,0,
1039610,20,3,2,3,2.0,3,0,3.0
1061308,54,8,1,2,1.0,3,1,3.0
1118462,0,9,1,3,2.0,2,0,
79478,34,4,2,4,2.0,3,0,4.0
88585,0,10,1,4,,2,0,
108312,0,10,1,4,,1,0,2.0
108795,0,8,1,2,,3,0,
112703,0,2,2,2,2.0,3,0,
133441,0,10,1,4,,2,0,2.0
166497,0,2,2,2,,3,0,
278517,0,10,1,4,,3,0,
310934,0,2,2,2,,3,0,
432482,0,3,2,3,,3,0,2.0
452414,86,11,1,5,3.0,2,0,2.0
